,Quantity,Unit Price,Discount,Year,Month,Day,DayOfWeek,IsWeekend,Quarter,Sales_Lag_7,Sales_Lag_14,Rolling_Avg_7,Rolling_Avg_14,Customer_Count,Is_Holiday,Temperature_Avg,Weekend_Holiday,Holiday_Rainfall,Season,Rainfall_Category
2336,4,24556,0,2024,7,15,0,0,3,136627.2,,123560.06428571428,114965.47857142857,25,0,21.175,0,0.0,Monsoon,None
2337,3,63186,5,2023,11,7,1,0,4,281836.0,,84245.70714285714,95639.07692307692,34,0,16.075,0,0.0,Winter,None
2338,5,74466,0,2025,7,7,0,0,3,75422.0,,246277.62857142856,182275.03333333333,19,0,22.0,0,0.0,Monsoon,None
2339,3,37534,5,2024,2,20,1,0,1,20838.0,,61790.299999999996,74357.85769230769,27,0,24.925,0,0.0,Winter,None
2340,4,48345,10,2023,12,13,2,0,4,104994.0,,93981.65000000001,100668.83214285714,32,0,22.0,0,0.0,Winter,None
2341,5,53177,10,2025,1,17,4,0,1,36324.8,49451.3,133232.27142857143,131555.40714285715,31,0,13.4,0,0.0,Winter,None
2342,5,6951,15,2024,5,6,0,0,2,51261.6,,115396.37857142858,99485.61923076924,27,0,21.175,0,0.0,Summer,None
2343,1,46409,10,2023,11,10,4,0,4,109854.0,,174535.67857142858,129812.26785714286,25,0,13.075,0,0.0,Winter,None
2344,3,40030,0,2024,3,20,2,0,1,257363.0,,122777.25714285715,130222.43000000001,22,0,26.0,0,0.0,Summer,None
2345,3,2899,15,2024,4,2,1,0,2,4720.05,108018.8,66898.46428571429,81277.76785714286,38,0,21.525,0,0.0,Summer,None
2346,1,54239,20,2025,3,31,0,0,1,304904.0,,116032.75714285715,151420.4777777778,20,1,16.7,0,0.0,Summer,None
2347,1,635,15,2024,9,3,1,0,3,193081.5,87123.2,112637.31428571428,117609.40714285713,26,0,23.425,0,0.0,Monsoon,Light
2348,2,23101,5,2024,4,12,4,0,2,8115.8,,109553.84999999999,137789.3590909091,19,0,14.65,0,0.0,Summer,None
2349,1,71043,20,2025,8,29,4,0,3,55134.0,5259.2,59932.70714285714,82145.36071428572,27,0,21.075,0,0.0,Monsoon,None
2350,4,67753,10,2024,7,13,5,1,3,37356.8,,162476.41428571427,129136.52857142857,28,0,14.65,0,0.0,Monsoon,None
2351,3,9574,5,2024,1,30,1,0,1,17054.4,,98820.1857142857,114890.21363636364,19,0,24.375,0,0.0,Winter,None
2352,5,1299,5,2023,10,29,6,1,4,262271.25,,119774.12142857142,133028.79642857143,28,0,21.525,0,0.0,Winter,None
2353,5,4600,20,2024,7,10,2,0,3,51013.6,,130625.00714285715,127081.36499999999,22,0,16.075,0,0.0,Monsoon,None
2354,2,74248,20,2024,11,9,5,1,4,156618.0,,73627.34285714287,85922.73076923077,25,0,13.4,0,0.0,Winter,None
2355,5,66107,5,2024,5,18,5,1,2,58312.0,,130538.53571428571,121732.40357142857,24,0,16.075,0,0.0,Summer,None
2356,4,1266,0,2023,11,15,2,0,4,54330.0,,72755.66428571429,92644.96111111112,24,0,21.849998,0,0.0,Winter,None
2357,2,74681,5,2024,9,6,4,0,3,38162.0,,110013.92142857143,93427.465,20,0,21.075,0,0.0,Monsoon,None
2358,3,33457,20,2025,5,26,0,0,2,271354.5,46475.2,148249.55,130603.13214285715,30,0,16.7,0,0.0,Summer,None
2359,1,29018,15,2024,10,19,5,1,4,89766.8,,82693.02857142859,84493.73636363636,24,0,24.375,0,0.0,Winter,None
2360,4,21745,0,2023,10,8,6,1,4,237888.0,,93838.09285714287,98592.36071428572,27,0,21.175,0,0.0,Winter,None
2361,2,3291,15,2025,3,28,4,0,1,140770.05,,73067.20714285715,73940.81428571428,24,0,21.849998,0,0.0,Summer,None
2362,3,67485,5,2024,8,8,3,0,3,104555.1,,162869.1,142965.86785714285,29,0,13.4,0,0.0,Monsoon,None
2363,3,24934,20,2024,1,14,6,1,1,97131.0,40468.5,123252.51428571428,105692.83928571429,25,0,13.4,0,0.0,Winter,None
2364,5,3680,15,2024,4,4,3,0,2,161265.4,136379.7,97368.89285714286,135150.48928571428,27,0,13.4,0,0.0,Summer,None
2365,4,12783,15,2024,1,17,2,0,1,109580.0,,64035.57142857143,73506.53,22,0,26.0,0,0.0,Winter,None
2366,3,24986,20,2024,1,21,6,1,1,9863.4,24144.3,130410.08571428571,108251.5607142857,25,0,13.4,0,0.0,Winter,None
2367,3,46658,20,2024,10,27,6,1,4,110941.0,,103652.65000000001,102104.065,20,0,24.375,0,0.0,Winter,None
2368,3,63161,15,2025,8,26,1,0,3,195531.0,29894.5,175819.32857142857,139460.52142857143,27,0,21.175,0,0.0,Monsoon,None
2369,1,79463,20,2024,12,21,5,1,4,77782.0,,86700.12142857142,113632.15714285713,36,0,16.4,0,0.0,Winter,None
2370,4,67376,0,2025,4,1,1,0,2,,,56043.83571428571,56043.83571428571,15,0,16.7,0,0.0,Summer,None
2371,3,60530,20,2023,10,30,0,0,4,63482.25,197908.0,68044.05714285714,86461.29285714286,29,0,21.525,0,0.0,Winter,None
2372,5,33311,15,2024,3,12,1,0,1,16344.0,,72378.71428571429,65374.375,24,0,16.7,0,0.0,Summer,None
2373,1,56897,0,2024,3,13,2,0,1,82188.0,149100.6,64974.200000000004,83959.37857142856,26,0,16.4,0,0.0,Summer,None
2374,1,39541,0,2024,1,30,1,0,1,14562.2,,77487.74285714285,83042.29444444444,23,0,25.0,0,0.0,Winter,None
2375,2,37656,5,2024,9,28,5,1,3,26411.9,,149944.65714285715,108236.9892857143,23,0,20.225,0,0.0,Monsoon,Light
2376,5,40146,10,2024,11,9,5,1,4,5916.0,,104142.90000000001,78335.43076923076,29,0,26.925,0,0.0,Winter,None
2377,4,49649,20,2023,12,31,6,1,4,230735.0,,117943.55714285714,134867.30909090908,28,0,25.0,0,0.0,Winter,None
2378,3,7847,15,2023,11,9,3,0,4,115120.8,,85727.79285714285,95587.57727272729,21,0,21.075,0,0.0,Winter,None
2379,2,50161,0,2024,1,31,2,0,1,113681.75,111613.5,64989.92857142857,80471.23214285714,38,0,21.525,0,0.0,Winter,None
2380,4,28128,20,2024,12,24,1,0,4,173972.55,,92072.17142857144,102309.71875,35,0,16.4,0,0.0,Winter,None
2381,4,60610,10,2023,12,10,6,1,4,93711.8,142437.0,90850.66428571429,79352.17142857143,24,0,21.849998,0,0.0,Winter,None
2382,2,29023,5,2025,2,21,4,0,1,128504.7,181968.0,76219.97857142857,104573.27857142857,36,0,16.4,0,0.0,Winter,None
2383,4,23749,5,2025,6,27,4,0,2,100928.0,45990.4,74249.54285714285,98028.72142857143,25,0,26.0,0,0.0,Monsoon,None
2384,3,25340,10,2023,10,9,0,0,4,63884.8,,127554.95714285714,110689.46363636364,20,0,26.925,0,0.0,Winter,None
2385,3,71008,20,2025,1,5,6,1,1,11212.35,74662.3,102551.27142857145,112741.16785714286,30,0,16.7,0,0.0,Winter,None
2386,3,19514,10,2024,9,16,0,0,3,93478.4,,131470.42857142858,113755.15454545454,26,1,16.4,0,0.0,Monsoon,None
2387,5,13030,10,2023,11,30,3,0,4,302904.0,320431.5,47634.142857142855,95420.62142857144,37,0,21.175,0,0.0,Winter,None
2388,1,47052,15,2024,5,7,1,0,2,2204.05,112462.65,59141.721428571436,82971.97142857143,28,0,13.4,0,0.0,Summer,None
2389,1,64640,15,2025,2,25,1,0,1,164844.0,,91529.8857142857,97763.325,21,0,13.4,0,0.0,Winter,None
2390,4,3613,5,2023,11,2,3,0,4,76677.3,,101339.2357142857,106978.35909090909,28,0,11.425,0,0.0,Winter,None
2391,3,28304,5,2025,3,27,3,0,1,34764.15,,54847.46428571428,76613.23000000001,23,0,21.849998,0,0.0,Summer,None
2392,2,26749,20,2024,8,11,6,1,3,128282.0,,89127.29285714285,101630.02916666667,28,0,11.425,0,0.0,Monsoon,None
2393,5,866,10,2024,5,31,4,0,2,68527.3,,69460.07857142857,69585.31666666667,24,0,11.425,0,0.0,Summer,None
2394,2,68743,15,2024,5,23,3,0,2,143985.75,121954.5,158994.43571428573,142602.19642857142,29,1,13.4,0,0.0,Summer,None
2395,5,21064,0,2025,2,20,3,0,1,152484.5,53089.2,119804.94285714286,93635.73214285714,31,0,26.0,0,0.0,Winter,None
2396,1,75876,20,2023,11,15,2,0,4,79714.0,,94440.41428571429,101973.05454545455,24,0,22.0,0,0.0,Winter,None
2397,2,23175,20,2024,9,26,3,0,3,205174.8,,128038.40714285713,124156.84090909091,20,0,24.925,0,0.0,Monsoon,None
2398,3,60450,10,2024,4,17,2,0,2,88540.8,,119724.8642857143,135700.465,23,0,26.0,0,0.0,Summer,None
2399,5,68807,20,2024,8,17,5,1,3,136688.4,139745.0,156565.62142857144,95236.92142857143,31,0,14.65,0,0.0,Monsoon,None
2400,3,28485,20,2025,6,17,1,0,2,128592.0,,132864.99285714288,124183.83888888889,24,0,13.075,0,0.0,Monsoon,None
2401,3,17504,0,2025,2,5,2,0,1,168298.2,,99491.87142857144,141529.63,20,0,16.7,0,0.0,Winter,None
2402,4,65133,5,2025,3,24,0,0,1,134762.4,34171.7,94707.40000000001,133412.25714285715,28,0,16.075,0,0.0,Summer,None
2403,3,10190,0,2024,5,5,6,1,2,138984.0,4096.8,100589.37142857144,96327.92142857143,28,0,23.425,0,0.0,Summer,Light
2404,3,40930,5,2025,2,25,1,0,1,175618.5,,126741.16428571429,148627.2277777778,25,0,21.175,0,0.0,Winter,None
2405,5,68503,15,2024,2,22,3,0,1,46565.55,186052.0,94080.60714285714,90478.09642857143,28,0,13.4,0,0.0,Winter,None
2406,2,11277,5,2024,10,30,2,0,4,128486.4,15455.7,82074.59285714287,135576.9607142857,27,0,13.4,0,0.0,Winter,None
2407,4,63420,5,2023,11,27,0,0,4,136425.6,,128020.10714285714,104554.27272727272,25,1,24.375,0,0.0,Winter,None
2408,1,7111,20,2025,8,10,6,1,3,254635.0,249808.2,96705.56428571428,101604.59642857143,25,0,16.075,0,0.0,Monsoon,None
2409,1,17837,10,2024,10,25,4,0,4,134412.0,,74865.75714285714,93309.69642857143,23,0,24.925,0,0.0,Winter,None
2410,3,17942,5,2024,4,17,2,0,2,81459.75,,59962.42857142857,104071.81428571428,35,0,24.375,0,0.0,Summer,None
2411,1,54632,15,2025,7,30,2,0,3,6863.75,,138518.34285714288,116409.175,24,0,13.075,0,0.0,Monsoon,None
2412,3,77782,15,2024,4,5,4,0,2,94797.1,79924.65,134566.55,141487.32857142857,28,0,21.525,0,0.0,Summer,None
2413,3,67365,5,2023,11,8,2,0,4,283352.0,,117573.32857142857,132982.17272727273,22,0,16.075,0,0.0,Winter,None
2414,2,769,10,2024,5,5,6,1,2,21751.5,155086.0,120578.3857142857,101829.4107142857,37,0,24.925,0,0.0,Summer,None
2415,2,66735,10,2023,10,20,4,0,4,115909.2,,152348.12142857144,134918.85,23,0,23.425,0,0.0,Winter,Light
2416,3,63541,0,2025,5,22,3,0,2,17599.0,,95434.65714285713,106503.5090909091,31,0,26.925,0,0.0,Summer,None
2417,4,60442,15,2024,11,2,5,1,4,75329.3,,114030.87142857141,114753.45,31,0,26.925,0,0.0,Winter,None
2418,3,62535,0,2024,5,10,4,0,2,41095.8,256420.0,56424.9,53310.21071428571,23,0,24.375,0,0.0,Summer,None
2419,5,43450,15,2024,4,4,3,0,2,71998.2,,100714.80714285714,95874.17916666665,24,0,11.8,0,0.0,Summer,None
2420,4,15141,5,2025,3,31,0,0,1,119612.8,85060.0,114691.92142857143,112999.46428571429,25,1,21.175,0,0.0,Summer,None
2421,4,46131,10,2025,5,31,5,1,2,154464.0,,76430.34999999999,102969.29999999999,25,0,16.4,0,0.0,Summer,None
2422,1,37503,20,2025,3,5,2,0,1,257161.2,,93338.24285714285,111242.925,24,0,21.849998,0,0.0,Summer,None
2423,4,44932,20,2024,12,5,3,0,4,119031.2,,95608.05714285714,106917.79444444444,35,0,16.4,0,0.0,Winter,None
2424,1,6862,10,2025,3,6,3,0,1,,,52901.57857142857,52901.57857142857,25,0,24.925,0,0.0,Summer,None
2425,1,19399,10,2024,12,3,1,0,4,43784.35,,92124.28571428571,86081.79375,19,0,13.075,0,0.0,Winter,None
2426,4,72494,10,2025,5,4,6,1,2,191642.4,48388.8,130483.52857142857,117014.38214285715,37,0,24.925,0,0.0,Summer,None
2427,3,1171,10,2024,6,29,5,1,2,60107.75,,109482.03571428571,92226.88888888889,20,0,24.375,0,0.0,Monsoon,None
2428,2,74228,20,2024,2,15,3,0,1,248967.0,229552.0,50333.81428571429,107422.07142857143,30,0,24.925,0,0.0,Winter,None
2429,1,15912,10,2024,4,28,6,1,2,,,51118.700000000004,51118.700000000004,22,0,16.4,0,0.0,Summer,None
2430,5,27176,15,2023,12,10,6,1,4,147312.0,235236.0,98006.4142857143,104188.45357142857,30,0,16.7,0,0.0,Winter,None
2431,5,5312,15,2025,10,1,2,0,4,25530.3,98144.4,86375.69285714286,112087.60357142857,28,0,21.175,0,0.0,Winter,None
2432,2,4766,5,2025,3,16,6,1,1,42910.0,,74712.44285714286,76413.16363636364,21,0,26.925,0,0.0,Summer,None
2433,1,44779,0,2024,1,7,6,1,1,64034.75,113738.5,115007.3642857143,123404.9,25,0,14.65,0,0.0,Winter,None
2434,4,417,10,2023,12,13,2,0,4,112597.8,,60559.40714285715,95721.57857142857,25,0,16.4,0,0.0,Winter,None
2435,3,36935,15,2023,10,25,2,0,4,239988.0,272612.0,61245.485714285714,122832.12142857142,27,0,13.4,0,0.0,Winter,None
2436,1,8124,10,2025,8,1,4,0,3,39595.0,201708.0,60378.014285714286,66585.775,38,0,21.525,0,0.0,Monsoon,None
2437,4,7889,10,2025,1,16,3,0,1,240780.0,,111492.31428571428,138415.54166666666,24,0,25.0,0,0.0,Winter,None
2438,1,70443,15,2024,2,1,3,0,1,88928.0,61992.0,142070.42142857143,102401.97142857143,31,0,24.375,0,0.0,Winter,None
2439,4,39727,15,2024,11,22,4,0,4,109074.6,,86686.3857142857,111292.93214285714,27,0,23.425,0,0.0,Winter,Light
2440,4,40900,5,2025,1,29,2,0,1,46037.7,135236.7,146164.57857142857,123174.06785714287,24,0,16.075,0,0.0,Winter,None
2441,2,22900,5,2024,9,13,4,0,3,189342.0,58760.5,65853.24285714285,110203.61071428572,27,0,23.425,0,0.0,Monsoon,Light
2442,1,30660,0,2024,5,6,0,0,2,214153.2,,122480.33571428573,125651.46785714287,24,0,20.225,0,0.0,Summer,Light
2443,2,29299,10,2024,6,30,6,1,2,68289.0,32875.2,63631.7,111622.39642857143,27,0,23.425,0,0.0,Monsoon,Light
2444,1,26149,0,2025,6,6,4,0,2,22712.0,,131602.57857142857,104282.925,24,0,23.425,0,0.0,Monsoon,Light
2445,2,49667,0,2024,11,18,0,0,4,91318.5,,85390.77857142857,95903.0,34,0,16.075,0,0.0,Winter,None
2446,1,12103,10,2024,9,26,3,0,3,187600.8,41023.8,123005.53571428571,128450.91071428571,30,0,16.7,0,0.0,Monsoon,None
2447,5,67427,5,2024,12,21,5,1,4,150540.0,261839.0,188203.06428571427,172753.78214285715,28,0,11.425,0,0.0,Winter,None
2448,2,67221,20,2025,1,28,1,0,1,28657.6,,83400.48571428572,85427.55,29,0,11.425,0,0.0,Winter,None
2449,4,50609,15,2025,2,18,1,0,1,45434.2,,147218.98571428572,108996.26363636363,28,0,11.8,0,0.0,Winter,None
2450,3,46759,15,2023,12,31,6,1,4,60701.9,,86075.76428571428,87156.6,24,0,25.0,0,0.0,Winter,None
2451,5,22948,15,2024,7,3,2,0,3,73598.1,17479.8,83461.2,69187.80357142857,26,0,11.8,0,0.0,Monsoon,None
2452,2,76530,10,2025,2,12,2,0,1,163035.0,69530.0,110105.62142857144,119140.6142857143,45,0,26.925,0,0.0,Winter,None
2453,2,52860,20,2025,8,6,2,0,3,189768.0,,79412.98571428572,100523.3,24,0,22.0,0,0.0,Monsoon,None
2454,4,33427,20,2025,3,16,6,1,1,119936.7,,87274.39285714286,102040.51923076923,28,0,11.425,0,0.0,Summer,None
2455,1,56017,10,2025,9,8,0,0,3,116459.1,65196.6,102989.55,104230.82142857143,27,0,11.8,0,0.0,Monsoon,None
2456,4,37045,5,2024,10,20,6,1,4,102770.4,,164677.57142857142,114488.22499999999,26,0,23.425,0,0.0,Winter,Light
2457,4,25388,20,2024,2,23,4,0,1,1003.0,,156061.54285714286,129730.60769230769,32,0,16.4,0,0.0,Winter,None
2458,4,28766,10,2024,1,26,4,0,1,96135.0,135517.5,134113.67857142858,98346.675,26,1,20.225,0,0.20000000298023224,Winter,Light
2459,5,69559,10,2025,9,29,0,0,3,250984.8,,120086.7,128772.11785714285,25,0,11.425,0,0.0,Monsoon,None
2460,1,9542,10,2023,11,2,3,0,4,113121.6,,124622.11428571427,119123.09166666667,24,0,13.075,0,0.0,Winter,None
2461,2,4226,10,2024,3,8,4,0,1,223749.75,,100592.8642857143,104909.45833333333,26,1,16.4,0,0.0,Summer,None
2462,3,5903,10,2025,6,26,3,0,2,26036.0,,112588.31428571428,107152.26923076923,31,0,26.925,0,0.0,Monsoon,None
2463,2,30257,10,2023,11,12,6,1,4,173251.5,,101934.3,129981.00357142858,32,1,16.4,1,0.0,Winter,None
2464,3,55984,20,2025,5,25,6,1,2,131653.1,,69297.51428571428,82037.84,27,0,22.0,0,0.0,Summer,None
2465,3,19344,0,2024,12,24,1,0,4,62747.0,,99919.29285714286,101303.5,26,0,16.4,0,0.0,Winter,None
2466,1,26129,5,2025,6,2,0,0,2,241162.25,,83852.5357142857,93252.75499999999,20,0,20.225,0,0.0,Monsoon,Light
2467,5,60520,10,2025,5,27,1,0,2,,,199850.7285714286,199850.7285714286,17,0,26.925,0,0.0,Summer,None
2468,1,17598,10,2025,3,20,3,0,1,22924.45,,84580.22857142858,95513.05384615384,18,0,14.65,0,0.0,Summer,None
2469,4,13561,5,2024,5,2,3,0,2,101964.8,105198.25,93384.65714285713,92494.60357142857,28,0,23.425,0,0.0,Summer,Light
2470,4,72709,0,2024,1,15,0,0,1,4842.0,26874.45,124317.48571428572,88042.2,26,0,11.8,0,0.0,Winter,None
2471,5,75416,0,2025,3,26,2,0,1,121773.0,,135292.61428571428,136739.36250000002,19,0,24.375,0,0.0,Summer,None
2472,1,52794,10,2024,6,30,6,1,2,63974.0,324859.5,130880.92857142857,111745.05714285714,31,0,13.4,0,0.0,Monsoon,None
2473,1,51786,10,2024,3,2,5,1,1,115576.2,,112924.57142857143,122621.06363636363,22,0,26.0,0,0.0,Summer,None
2474,1,47195,15,2025,3,11,1,0,1,71668.8,255806.5,125975.95,101607.90000000001,37,0,24.925,0,0.0,Summer,None
2475,4,68946,10,2025,1,15,2,0,1,54603.0,,89447.81428571428,86775.55357142857,27,0,24.925,0,0.0,Winter,None
2476,1,67087,15,2024,10,13,6,1,4,31506.95,,107297.9357142857,98005.87272727274,20,0,24.375,0,0.0,Winter,None
2477,3,7846,10,2024,11,18,0,0,4,215186.4,,120758.72142857143,131627.43928571427,30,0,13.4,0,0.0,Winter,None
2478,5,58845,5,2025,3,21,4,0,1,95157.0,,133313.99285714285,120271.33,17,0,20.225,0,0.0,Summer,Light
2479,1,50016,10,2023,11,15,2,0,4,95412.5,38316.0,67390.5,76435.46785714287,30,0,11.8,0,0.0,Winter,None
2480,5,50838,20,2025,4,23,2,0,2,214807.35,,124441.44999999998,122186.3,22,0,21.525,0,0.0,Summer,None
2481,1,23484,20,2024,12,31,1,0,4,46532.9,201636.0,158512.74285714288,116075.90000000001,28,0,14.65,0,0.0,Winter,None
2482,3,23078,10,2025,5,10,5,1,2,17615.4,,49884.09285714285,79669.21923076923,21,0,26.0,0,0.0,Summer,None
2483,1,56618,15,2024,8,18,6,1,3,263836.8,,73220.75,96642.44090909092,24,0,23.425,0,0.0,Monsoon,Light
2484,1,50052,20,2024,5,13,0,0,2,37181.0,,104551.55714285714,75600.15714285713,29,0,26.925,0,0.0,Summer,None
2485,3,43808,0,2025,7,13,6,1,3,232649.6,,55485.03571428572,71146.3625,26,0,21.075,0,0.0,Monsoon,None
2486,4,44623,0,2025,2,13,3,0,1,220609.0,,127135.15714285713,123247.23636363637,23,0,22.0,0,0.0,Winter,None
2487,4,48102,10,2025,2,15,5,1,1,299560.0,42058.4,112353.97142857143,117616.475,25,0,13.4,0,0.0,Winter,None
2488,4,52567,0,2024,4,22,0,0,2,29124.0,,98256.42857142857,81473.66666666667,24,0,16.7,0,0.0,Summer,None
2489,4,6700,10,2024,8,1,3,0,3,26961.0,,131196.72142857144,96995.38636363637,24,0,23.425,0,0.0,Monsoon,Light
2490,4,27707,20,2025,1,19,6,1,1,16248.0,,118465.39285714286,105688.21875,22,0,21.175,0,0.0,Winter,None
2491,3,38099,15,2024,10,6,6,1,4,,,56711.721428571436,56711.721428571436,17,0,26.0,0,0.0,Winter,None
2492,4,7300,15,2025,5,8,3,0,2,176352.0,115257.8,120809.91428571427,145785.58214285714,41,0,14.65,0,0.0,Summer,None
2493,4,40631,20,2024,4,26,4,0,2,52645.0,250709.75,109059.87142857144,95567.7,30,0,16.7,0,0.0,Summer,None
2494,3,10211,10,2024,5,20,0,0,2,70281.6,,149959.84285714285,122433.40000000001,32,0,16.4,0,0.0,Summer,None
2495,4,7979,0,2024,8,12,0,0,3,299116.0,,104731.35714285714,140405.45,25,0,21.175,0,0.0,Monsoon,None
2496,4,37677,5,2023,10,14,5,1,4,283532.25,,107987.02857142857,125741.4875,20,0,24.925,0,0.0,Winter,None
2497,3,59754,5,2025,3,5,2,0,1,53192.7,,114462.15000000001,148711.70714285714,23,0,22.0,0,0.0,Summer,None
2498,2,51078,20,2024,5,21,1,0,2,373455.0,353172.0,146527.32142857142,153364.69642857142,28,0,11.425,0,0.0,Summer,None
2499,1,43378,0,2024,3,27,2,0,1,313452.0,,105451.08571428573,126829.65000000001,27,0,11.8,0,0.0,Summer,None
2500,5,7303,5,2025,9,4,3,0,3,51951.6,,112979.66428571429,94702.625,20,0,13.075,0,0.0,Monsoon,None
2501,1,78381,5,2024,10,24,3,0,4,69812.0,235353.6,60626.707142857136,92579.55357142857,35,0,24.375,0,0.0,Winter,None
2502,4,76187,15,2024,1,27,5,1,1,109682.4,,141830.01428571428,137364.10714285713,25,0,14.65,0,0.0,Winter,None
2503,3,46017,5,2024,12,17,1,0,4,127023.0,,84374.25,94500.69444444444,22,0,21.175,0,0.0,Winter,None
2504,3,37796,10,2025,10,3,4,0,4,75176.0,244425.6,97919.6357142857,80308.35357142857,28,0,13.4,0,0.0,Winter,None
2505,4,38258,15,2025,5,10,5,1,2,253352.0,54671.0,116955.86428571427,146873.48571428572,28,0,21.525,0,0.0,Summer,None
2506,3,36092,20,2025,2,15,5,1,1,26824.0,34790.4,97990.21428571429,90477.725,27,0,24.925,0,0.0,Winter,None
2507,2,68939,0,2025,2,3,0,0,1,90315.0,209897.75,68040.2,117687.85357142857,27,0,13.4,0,0.0,Winter,None
2508,5,27510,15,2024,12,5,3,0,4,306908.0,,74445.24285714286,144820.0576923077,24,0,11.425,0,0.0,Winter,None
2509,5,43081,15,2024,1,15,0,0,1,52785.85,,137146.42857142858,105989.00357142858,24,0,14.65,0,0.0,Winter,None
2510,1,34074,0,2024,5,9,3,0,2,103944.0,,114460.02142857142,115408.43076923078,22,0,21.525,0,0.0,Summer,None
2511,2,59713,0,2024,5,27,0,0,2,109143.0,,172519.91428571427,150642.6,31,0,21.075,0,0.0,Summer,None
2512,5,5874,20,2024,2,29,3,0,1,293845.0,,38453.40714285714,79858.08076923077,24,0,16.075,0,0.0,Winter,None
2513,4,52834,20,2024,8,2,4,0,3,59569.6,,99779.3,95602.16666666667,24,0,21.849998,0,0.0,Monsoon,None
2514,4,58290,0,2024,8,8,3,0,3,128577.6,51672.0,161467.66428571427,166328.125,28,0,11.425,0,0.0,Monsoon,None
2515,2,6871,10,2023,12,14,3,0,4,38993.6,,47315.01428571429,46274.8375,22,0,16.4,0,0.0,Winter,None
2516,5,17700,10,2024,8,17,5,1,3,198200.4,,91051.25714285714,122195.98846153847,20,0,24.925,0,0.0,Monsoon,None
2517,5,24842,20,2025,9,15,0,0,3,67368.6,,129193.45714285714,117603.46923076923,24,0,13.075,0,0.0,Monsoon,None
2518,3,63871,0,2025,8,23,5,1,3,85020.4,,97920.54285714286,93420.34166666667,24,0,24.375,0,0.0,Monsoon,None
2519,2,79948,20,2024,7,6,5,1,3,146680.0,,130481.22142857141,127493.58571428571,23,0,26.925,0,0.0,Monsoon,None
2520,4,19513,0,2024,7,31,2,0,3,13618.0,41281.1,107195.07142857143,93104.21785714287,27,0,24.925,0,0.0,Monsoon,None
2521,3,70271,20,2024,7,15,0,0,3,9786.9,,77542.25,84980.24545454545,23,0,21.849998,0,0.0,Monsoon,None
2522,1,65966,10,2024,10,23,2,0,4,7870.0,,76654.57142857143,79977.07272727274,27,0,22.0,0,0.0,Winter,None
2523,2,9482,0,2024,2,23,4,0,1,115357.5,,81837.55714285714,98122.41500000001,35,0,16.4,0,0.0,Winter,None
2524,3,46781,5,2024,5,7,1,0,2,192392.4,59346.5,133632.34285714288,107686.21071428571,31,0,24.375,0,0.0,Summer,None
2525,4,67643,15,2024,8,7,2,0,3,62043.0,,76893.46428571429,75037.15625,25,0,24.925,0,0.0,Monsoon,None
2526,3,30496,20,2025,1,25,5,1,1,16644.0,64983.8,76122.1142857143,87047.47857142858,29,0,21.525,0,0.0,Winter,None
2527,3,37236,15,2025,8,7,3,0,3,56313.6,79166.0,81641.85714285714,88175.03571428572,29,0,21.525,0,0.0,Monsoon,None
2528,5,48255,15,2024,5,30,3,0,2,12614.4,,113571.3857142857,97877.25,24,0,25.0,0,0.0,Summer,None
2529,4,37889,10,2025,3,19,2,0,1,2225.6,39768.0,117087.46428571429,87210.66785714286,28,0,13.4,0,0.0,Summer,None
2530,1,22373,20,2024,9,1,6,1,3,103542.4,,234042.77142857146,169630.6769230769,19,0,22.0,0,0.0,Monsoon,None
2531,2,23589,0,2025,2,20,3,0,1,123054.0,,136048.15714285715,97778.52142857143,26,0,26.925,0,0.0,Winter,None
2532,4,16492,10,2023,12,18,0,0,4,152312.55,,133941.65,104860.84166666667,28,0,11.8,0,0.0,Winter,None
2533,2,20859,15,2025,3,28,4,0,1,20825.85,,39538.65714285714,54334.25,24,0,22.0,0,0.0,Summer,None
2534,1,32325,15,2025,2,4,1,0,1,81556.0,,61007.357142857145,57035.72222222222,24,0,25.0,0,0.0,Winter,None
2535,3,60710,0,2024,3,16,5,1,1,79434.0,,87426.52142857143,101593.465,24,0,21.849998,0,0.0,Summer,None
2536,5,5443,20,2023,10,8,6,1,4,217429.35,35492.8,121993.60714285714,107256.93214285714,23,0,20.225,0,0.0,Winter,Light
2537,3,73832,20,2023,10,30,0,0,4,125768.6,148418.5,74573.70714285715,98295.25357142856,37,0,21.075,0,0.0,Winter,None
2538,2,42712,5,2024,2,1,3,0,1,214496.0,,87722.29285714286,103226.33076923077,25,0,11.425,0,0.0,Winter,None
2539,2,29140,10,2025,5,23,4,0,2,31246.0,,116600.81428571428,94091.8125,24,0,25.0,0,0.0,Summer,None
2540,1,1223,0,2024,2,21,2,0,1,53482.0,62525.0,57508.62857142858,79580.66428571427,26,0,16.4,0,0.0,Winter,None
2541,2,60367,15,2024,10,5,5,1,4,244248.0,,99456.34285714284,129381.46538461538,24,0,11.425,0,0.0,Winter,None
2542,4,62361,15,2024,4,23,1,0,2,129969.0,,94063.96428571429,152656.32692307694,23,0,21.175,0,0.0,Summer,None
2543,1,7209,5,2023,12,2,5,1,4,123559.2,243252.0,142321.48571428572,125716.23571428572,29,0,13.4,0,0.0,Winter,None
2544,3,3454,5,2024,5,27,0,0,2,277952.0,80742.0,114715.90000000001,120761.94642857143,25,0,13.4,0,0.0,Summer,None
